order,mode_key,mode,file,agent,timestep,tokens
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-30-54_boiled_egg.json,Assistant,9,76
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-30-54_boiled_egg.json,Assistant,9,126
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-30-54_boiled_egg.json,Assistant,10,186
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-30-54_boiled_egg.json,Assistant,11,158
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-30-54_boiled_egg.json,Assistant,12,149
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-33-28_boiled_egg.json,Chef,5,0
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-33-28_boiled_egg.json,Chef,5,0
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-33-28_boiled_egg.json,Assistant,5,0
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-33-28_boiled_egg.json,Assistant,5,0
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-33-28_boiled_egg.json,Assistant,5,304
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-33-28_boiled_egg.json,Assistant,6,171
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-33-28_boiled_egg.json,Assistant,7,125
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-33-28_boiled_egg.json,Assistant,8,126
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-33-28_boiled_egg.json,Assistant,10,135
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-33-28_boiled_egg.json,Assistant,11,176
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-33-28_boiled_egg.json,Assistant,12,168
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-33-28_boiled_egg.json,Assistant,13,104
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-34-33_boiled_egg.json,Assistant,5,123
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-34-33_boiled_egg.json,Assistant,6,126
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-34-33_boiled_egg.json,Assistant,7,105
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-34-33_boiled_egg.json,Assistant,8,174
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-34-33_boiled_egg.json,Assistant,10,241
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-34-33_boiled_egg.json,Assistant,11,211
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-34-33_boiled_egg.json,Assistant,12,169
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-34-33_boiled_egg.json,Assistant,13,159
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-35-18_boiled_egg.json,Assistant,5,159
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-35-18_boiled_egg.json,Assistant,6,142
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-35-18_boiled_egg.json,Assistant,7,127
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-35-18_boiled_egg.json,Assistant,8,132
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-35-18_boiled_egg.json,Assistant,9,134
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-35-18_boiled_egg.json,Assistant,10,171
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-35-18_boiled_egg.json,Assistant,11,128
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-35-18_boiled_egg.json,Assistant,12,168
boiled_egg,reduced,Reduced,experiment_2025-11-06_23-35-18_boiled_egg.json,Assistant,13,101
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,5,157
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,5,127
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,5,154
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,5,112
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,5,153
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,5,170
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,5,161
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,5,207
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,7,104
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,7,112
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,7,154
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,7,110
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,7,104
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,7,95
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,7,177
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,7,143
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,7,136
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,7,103
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,7,85
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,7,190
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,7,107
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,8,123
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,167
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,180
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,156
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,159
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,169
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,154
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,226
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,176
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,135
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,229
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,179
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,185
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,186
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,125
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,111
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,135
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,186
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,148
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,166
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,122
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,193
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,179
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,174
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,171
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,204
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,240
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,128
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,176
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,153
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,148
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,140
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,188
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,203
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,260
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,238
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,172
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,163
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,9,181
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,130
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,82
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,169
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,106
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,124
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,74
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,147
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,127
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,190
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,136
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,150
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,114
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,110
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,118
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,178
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,183
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,129
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,144
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,140
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,95
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,177
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,99
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,177
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,147
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,73
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,129
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,140
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,10,169
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,12,106
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,12,141
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,12,108
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,12,141
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,12,106
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,12,111
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,14,163
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Chef,14,85
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,5,183
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,5,133
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,5,137
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,5,155
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,5,186
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,5,145
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,5,136
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,5,89
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,5,197
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,7,114
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,7,102
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,7,136
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,7,162
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,7,171
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,7,82
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,7,137
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,7,97
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,7,116
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,7,87
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,7,153
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,7,142
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,7,106
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,7,147
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,8,95
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,8,150
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,136
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,212
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,209
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,171
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,166
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,186
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,173
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,211
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,156
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,138
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,164
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,169
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,153
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,185
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,144
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,154
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,204
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,182
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,156
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,175
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,158
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,140
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,148
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,162
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,176
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,182
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,131
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,176
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,175
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,147
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,219
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,171
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,171
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,322
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,168
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,136
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,140
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,137
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,9,175
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,126
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,103
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,98
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,136
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,176
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,168
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,148
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,124
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,142
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,138
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,133
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,176
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,261
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,162
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,132
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,191
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,165
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,183
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,137
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,190
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,129
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,211
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,140
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,108
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,235
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,233
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,171
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,311
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,10,138
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,12,114
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,12,74
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,12,131
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,12,124
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,12,160
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,12,134
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,12,119
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,14,189
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,14,238
boiled_egg,always,Always Talk,experiment_2025-11-07_08-00-51_boiled_egg.json,Assistant,14,115
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,5,128
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,5,71
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,5,122
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,5,123
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,5,109
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,232
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,213
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,152
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,160
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,199
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,159
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,182
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,196
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,186
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,157
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,232
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,178
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,94
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,161
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,177
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,160
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,183
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,169
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,152
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,213
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,148
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,192
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,116
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,193
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,171
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,202
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,150
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,157
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,115
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,156
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,152
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,106
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,137
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,169
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,92
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,7,0
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,8,1129
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,8,98
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,8,124
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,8,107
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,8,167
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,9,106
boiled_egg,always,Always Talk,experiment_2025-11-07_08-14-21_boiled_egg.json,Chef,9,124
